Transpose,1024,0.069293,0.068947,0.069703
Shmem,32,0.069541,0.068905,0.069885
Shmem,64,0.075050,0.074642,0.075667
Shmem,128,0.074961,0.074325,0.075538
Shmem,256,0.074515,0.074263,0.074939
Shmem,512,0.075201,0.074666,0.075391
Shmem,1024,0.069531,0.069293,0.070082
Transpose,32,0.069525,0.069298,0.070058
Transpose,64,0.075338,0.074719,0.076079
Transpose,128,0.075321,0.075001,0.076578
Transpose,256,0.075080,0.074611,0.075873
Transpose,512,0.075150,0.074972,0.075621
Transpose,1024,0.070263,0.069602,0.071104
Shmem,32,0.071231,0.071145,0.071475
Shmem,64,0.075589,0.071005,0.078334
Shmem,128,0.077420,0.077159,0.078353
Shmem,256,0.077934,0.077508,0.078485
Shmem,512,0.072663,0.072151,0.073429
Shmem,1024,0.074347,0.073567,0.077274
Shmem,32,0.072187,0.072109,0.072309
Shmem,64,0.076091,0.071406,0.078123
Shmem,128,0.078348,0.078140,0.078590
Shmem,256,0.078323,0.078243,0.078488
Shmem,512,0.078121,0.077888,0.078459
Shmem,1024,0.078004,0.077672,0.078281
Shmem,32,0.071098,0.070859,0.071546
Shmem,64,0.078151,0.077538,0.078497
Shmem,128,0.078411,0.078229,0.078829
Shmem,256,0.078013,0.077682,0.078241
Shmem,512,0.078123,0.077861,0.078365
Shmem,1024,0.077639,0.076896,0.078276
Shmem,32,0.071190,0.070754,0.071561
Shmem,64,0.078480,0.077388,0.078854
Shmem,128,0.078533,0.077385,0.078675
Shmem,256,0.077610,0.077161,0.078462
Shmem,512,0.077384,0.077142,0.077754
Shmem,1024,0.078298,0.077802,0.078624
Shmem,32,0.793886,0.748294,0.866378
Shmem,64,0.367345,0.337002,0.446049
Shmem,128,0.107606,0.103848,0.114706
Shmem,256,0.093116,0.090538,0.095097
Shmem,512,0.077865,0.073658,0.084679
Shmem,1024,0.075723,0.072898,0.082657
Shmem,32,0.053151,0.053045,0.053294
Shmem,64,0.060568,0.060439,0.060760
Shmem,128,0.059878,0.059698,0.060244
Shmem,256,0.060185,0.059824,0.060643
Shmem,512,0.060342,0.060119,0.060530
Shmem,1024,0.060136,0.059706,0.060555
Naive,32,0.058145,0.055677,0.062194
Naive,64,0.071781,0.069424,0.075322
Naive,128,0.072029,0.070572,0.074451
Naive,256,0.077219,0.075395,0.078718
Naive,512,0.091188,0.086466,0.095505
Naive,1024,0.111167,0.101270,0.190307
Transpose,32,0.048602,0.048326,0.049036
Transpose,64,0.057422,0.057033,0.057691
Transpose,128,0.056958,0.056893,0.057092
Transpose,256,0.057401,0.057037,0.057624
Transpose,512,0.057118,0.056579,0.057925
Transpose,1024,0.048780,0.048474,0.049301
Shmem,32,0.049482,0.049231,0.049883
Shmem,64,0.060197,0.060120,0.060270
Shmem,128,0.059957,0.059667,0.060295
Shmem,256,0.060445,0.060158,0.060853
Shmem,512,0.059846,0.059599,0.060277
Shmem,1024,0.060308,0.059902,0.060588
All_GPU,32,0.018170,0.017242,0.019097
All_GPU,64,0.026636,0.026392,0.026511
All_GPU,128,0.026517,0.026279,0.026374
All_GPU,256,0.026385,0.026151,0.026275
All_GPU,512,0.026350,0.026089,0.026193
All_GPU,1024,0.025878,0.025591,0.025775
All_GPU,32,0.018382,0.017207,0.019092
All_GPU,64,0.026877,0.026633,0.026769
All_GPU,128,0.026755,0.026434,0.026632
All_GPU,256,0.026610,0.026351,0.026465
All_GPU,512,0.026578,0.026301,0.026519
All_GPU,1024,0.026167,0.025790,0.026096
